source_table,target_table,source_column,target_column
Task,task,reasonReference_0_display,reason_reference_0_display
Task,task,executionPeriod_start,execution_period_start
Task,task,executionPeriod_end,execution_period_end
Task,task,scheduledTiming_event_0,scheduled_timing_event_0
Task,task,scheduledTiming_repeat_boundsDuration_unit,scheduled_timing_repeat_bounds_duration_unit
Task,task,scheduledTiming_repeat_boundsDuration_system,scheduled_timing_repeat_bounds_duration_system
Task,task,scheduledTiming_repeat_boundsDuration_code,scheduled_timing_repeat_bounds_duration_code
Task,task,scheduledTiming_repeat_periodUnit,scheduled_timing_repeat_period_unit
Task,task,input_0_type_coding_0_system,input_0_type_coding_0_system
Task,task,input_0_type_coding_0_code,input_0_type_coding_0_code
Task,task,input_0_valueReference_reference,input_0_value_reference_reference
Task,task,input_0_valueReference_display,input_0_value_reference_display
Task,task,input_0_valueCodeableConcept_coding_0_system,input_0_value_codeable_concept_coding_0_system
Task,task,input_0_valueCodeableConcept_coding_0_code,input_0_value_codeable_concept_coding_0_code
Task,task,output_0_type_coding_0_system,output_0_type_coding_0_system
Task,task,output_0_type_coding_0_code,output_0_type_coding_0_code
Task,task,output_0_valueReference_reference,output_0_value_reference_reference
Task,task,output_0_valueReference_display,output_0_value_reference_display
Task,task,note_0_authorReference_reference,note_0_author_reference_reference
Task,task,note_0_authorReference_display,note_0_author_reference_display
Task,task,note_0_time,note_0_time
Task,task,note_0_text,note_0_text
Task,task,relevantHistory_0_reference,relevant_history_0_reference
Task,task,relevantHistory_0_display,relevant_history_0_display
Task,task,createdAt,created_at
Task,task,updatedAt,updated_at
Task,task,isDeleted,is_deleted
